"date","landingPagePath","source","medium","region","uniquePageviews","bounces","timeOnPage","sessions","newUsers","pageviews","exits","sessionDuration"
2019-01-10,"/office-of-admissions","(direct)","(none)","Oregon",2,2,0,2,2,2,2,0
2019-01-10,"/office-of-admissions","bing","organic","Maine",1,1,0,1,0,1,1,0
2019-01-10,"/office-of-admissions","commonapp.org","referral","Maine",3,0,948,2,0,4,2,948
2019-01-10,"/office-of-admissions","google","organic","Illinois",1,1,0,1,1,1,1,0
2019-01-10,"/office-of-admissions","google","organic","Maine",14,7,197,9,1,16,9,197
2019-01-10,"/office-of-admissions","google","organic","Massachusetts",3,1,22,2,1,3,2,22
2019-01-10,"/office-of-admissions","google","organic","Vermont",3,0,92,1,1,3,1,93
2019-01-10,"/office-of-admissions","google","organic","Virginia",2,0,1384,1,0,2,1,1384
2019-01-11,"/office-of-admissions","(direct)","(none)","Lagos",3,0,84,1,1,4,1,84
2019-01-11,"/office-of-admissions","(direct)","(none)","Virginia",1,1,0,1,1,1,1,0
2019-01-11,"/office-of-admissions","ecosia.org","referral","Maine",2,1,527,2,1,3,2,527
2019-01-11,"/office-of-admissions","google","organic","Alberta",4,0,170,1,0,5,1,170
2019-01-11,"/office-of-admissions","google","organic","Maine",2,0,10,1,0,2,1,10
2019-01-11,"/office-of-admissions","google","organic","Massachusetts",2,0,13,1,0,2,1,13
2019-01-11,"/office-of-admissions","google","organic","North Carolina",3,0,456,1,0,5,1,457
2019-01-11,"/office-of-admissions","yahoo","organic","Maine",7,0,974,1,0,7,1,974
2019-01-12,"/office-of-admissions","google","organic","Florida",2,0,6,1,0,2,1,6
2019-01-12,"/office-of-admissions","google","organic","Maine",1,1,0,1,0,1,1,0
2019-01-13,"/office-of-admissions","(direct)","(none)","Central Development Region",3,0,39,1,1,3,1,39
2019-01-13,"/office-of-admissions","(direct)","(none)","Vermont",1,1,0,1,1,1,1,0
2019-01-13,"/office-of-admissions","app.commonapp.org","referral","Pennsylvania",7,0,1011,1,0,11,1,1011
2019-01-13,"/office-of-admissions","google","organic","California",8,0,1122,1,0,14,1,1123
2019-01-13,"/office-of-admissions","google","organic","Connecticut",2,0,63,1,0,3,1,63
2019-01-13,"/office-of-admissions","google","organic","Maryland",4,0,222,1,0,4,1,223
2019-01-13,"/office-of-admissions","google","organic","Massachusetts",3,0,515,1,0,5,1,515
2019-01-14,"/office-of-admissions","(direct)","(none)","Central Development Region",1,1,0,1,1,1,1,0
2019-01-14,"/office-of-admissions","(direct)","(none)","Telangana",6,0,953,1,1,8,1,954
2019-01-14,"/office-of-admissions","app.commonapp.org","referral","Eastern Province",1,1,0,1,1,1,1,0
2019-01-14,"/office-of-admissions","app.commonapp.org","referral","Rhode Island",5,0,188,1,1,8,1,190
2019-01-14,"/office-of-admissions","commonapp.org","referral","Maine",2,0,48,1,0,2,1,47
2019-01-14,"/office-of-admissions","google","organic","Connecticut",2,0,25,1,0,2,1,25
2019-01-14,"/office-of-admissions","google","organic","Maine",4,1,553,2,1,4,2,553
2019-01-14,"/office-of-admissions","google","organic","New Jersey",2,0,11,1,1,2,1,11
2019-01-14,"/office-of-admissions","google","organic","New York",2,2,0,2,1,2,2,0
2019-01-14,"/office-of-admissions","google","organic","North Carolina",2,2,0,2,1,2,2,0
2019-01-14,"/office-of-admissions","yahoo","organic","Maine",4,0,98,1,1,4,1,98
2019-01-15,"/office-of-admissions","(direct)","(none)","Florida",1,1,0,1,1,1,1,0
2019-01-15,"/office-of-admissions","(direct)","(none)","Maine",2,0,62,1,1,2,1,62
2019-01-15,"/office-of-admissions","(direct)","(none)","New South Wales",1,1,0,1,1,1,1,0
2019-01-15,"/office-of-admissions","(direct)","(none)","New York",2,0,13,1,1,2,1,13
2019-01-15,"/office-of-admissions","app.commonapp.org","referral","Massachusetts",1,1,0,1,1,1,1,0
2019-01-15,"/office-of-admissions","bing","organic","Maine",1,1,0,1,0,1,1,0
2019-01-15,"/office-of-admissions","google","organic","Georgia",1,1,0,1,0,1,1,0
2019-01-15,"/office-of-admissions","google","organic","Maine",2,0,82,1,0,3,1,82
2019-01-15,"/office-of-admissions","google","organic","Massachusetts",2,0,6,1,0,2,1,6
2019-01-15,"/office-of-admissions","yahoo","organic","Colorado",13,0,867,1,0,19,1,867
2019-01-15,"/office-of-admissions","yahoo","organic","Massachusetts",2,0,6,1,0,2,1,6
2019-01-16,"/office-of-admissions","(direct)","(none)","Maine",6,0,261,3,2,7,3,261
2019-01-16,"/office-of-admissions","(direct)","(none)","Mississippi",1,1,0,1,1,1,1,0
2019-01-16,"/office-of-admissions","(direct)","(none)","Virginia",1,1,0,1,1,1,1,0
2019-01-16,"/office-of-admissions","bing","organic","Connecticut",1,1,0,1,1,1,1,0
2019-01-16,"/office-of-admissions","bing","organic","Maine",4,0,115,1,1,4,1,115
2019-01-16,"/office-of-admissions","google","cpc","Maine",6,0,2798,1,0,7,1,2798
2019-01-16,"/office-of-admissions","google","organic","Maine",3,0,853,2,0,4,2,853
2019-01-16,"/office-of-admissions","google","organic","Massachusetts",2,2,0,2,0,2,2,0
2019-01-16,"/office-of-admissions","google","organic","New Jersey",1,1,0,1,0,1,1,0
2019-01-16,"/office-of-admissions","google","organic","New York",2,0,10,1,0,2,1,10
2019-01-16,"/office-of-admissions","yahoo","organic","District of Columbia",1,1,0,1,0,1,1,0
2019-01-17,"/office-of-admissions","(direct)","(none)","Izmir",2,0,38,1,1,3,1,38
2019-01-17,"/office-of-admissions","(direct)","(none)","Maine",2,2,0,2,2,2,2,0
2019-01-17,"/office-of-admissions","commonapp.org","referral","New York",3,0,87,1,0,3,1,87
2019-01-17,"/office-of-admissions","google","organic","Connecticut",1,1,0,1,1,1,1,0
2019-01-17,"/office-of-admissions","google","organic","Maine",2,0,201,1,0,2,1,201
2019-01-17,"/office-of-admissions","google","organic","New York",1,1,0,1,0,1,1,0
2019-01-18,"/office-of-admissions","commonapp.org","referral","Central Development Region",3,0,29,1,0,3,1,29
2019-01-18,"/office-of-admissions","google","organic","Colorado",3,0,31,1,1,5,1,31
2019-01-18,"/office-of-admissions","google","organic","Maine",3,1,56,2,0,4,2,56
2019-01-18,"/office-of-admissions","google","organic","New Hampshire",23,0,4489,1,0,31,1,4490
2019-01-18,"/office-of-admissions","google","organic","Tennessee",8,1,1960,2,0,10,2,1959
2019-01-19,"/office-of-admissions","(direct)","(none)","Maine",1,1,0,1,1,1,1,0
2019-01-20,"/office-of-admissions","(direct)","(none)","Maharashtra",12,0,593,1,1,18,1,593
2019-01-21,"/office-of-admissions","google","organic","Maine",13,0,127,3,0,15,3,126
2019-01-21,"/office-of-admissions","google","organic","North Carolina",2,2,0,2,0,2,2,0
2019-01-22,"/office-of-admissions","app.commonapp.org","referral","Massachusetts",1,1,0,1,1,1,1,0
2019-01-22,"/office-of-admissions","commonapp.org","referral","Maine",2,0,30,1,0,2,1,30
2019-01-22,"/office-of-admissions","commonapp.org","referral","Texas",1,1,0,1,0,1,1,0
2019-01-22,"/office-of-admissions","google","organic","Florida",5,0,353,1,0,8,1,354
2019-01-22,"/office-of-admissions","google","organic","Maine",13,3,1079,5,1,15,5,1078
2019-01-23,"/office-of-admissions","(direct)","(none)","Illinois",1,1,0,1,1,1,1,0
2019-01-23,"/office-of-admissions","google","organic","Maine",3,1,6,2,0,3,2,6
2019-01-23,"/office-of-admissions","google","organic","Massachusetts",2,0,25,1,0,2,1,25
2019-01-23,"/office-of-admissions","google","organic","New York",7,0,183,2,0,7,2,183
2019-01-24,"/office-of-admissions","(direct)","(none)","North Carolina",4,0,40,1,1,5,1,40
2019-01-24,"/office-of-admissions","google","organic","Maine",7,0,221,2,0,8,2,221
2019-01-24,"/office-of-admissions","google","organic","Massachusetts",4,0,111,1,0,4,1,112
2019-01-25,"/office-of-admissions","(direct)","(none)","California",4,0,57,1,1,5,1,56
2019-01-25,"/office-of-admissions","(direct)","(none)","New Jersey",2,0,317,1,1,2,1,316
2019-01-25,"/office-of-admissions","google","organic","New York",6,0,633,1,0,6,1,633
2019-01-26,"/office-of-admissions","apply.transfer.commonapp.org","referral","South Carolina",1,1,0,1,0,1,1,0
2019-01-26,"/office-of-admissions","google","cpc","Connecticut",1,1,0,1,0,1,1,0
2019-01-26,"/office-of-admissions","google","organic","Maine",2,0,19,1,0,2,1,19
2019-01-27,"/office-of-admissions","google","organic","Maine",1,1,0,1,0,1,1,0
2019-01-28,"/office-of-admissions","(direct)","(none)","Illinois",3,3,0,3,3,3,3,0
2019-01-28,"/office-of-admissions","(direct)","(none)","Massachusetts",1,1,0,1,1,1,1,0
2019-01-28,"/office-of-admissions","commonapp.org","referral","New Jersey",2,0,503,1,0,2,1,502
2019-01-28,"/office-of-admissions","google","organic","Central Development Region",1,1,0,1,0,1,1,0
2019-01-28,"/office-of-admissions","google","organic","New York",4,0,82,1,0,4,1,82
2019-01-29,"/office-of-admissions","(direct)","(none)","Maine",2,2,0,2,2,2,2,0
2019-01-29,"/office-of-admissions","(direct)","(none)","Pennsylvania",1,1,0,1,1,1,1,0
2019-01-29,"/office-of-admissions","(direct)","(none)","Virginia",1,1,0,1,1,1,1,0
2019-01-29,"/office-of-admissions","google","organic","Maine",1,1,0,1,0,1,1,0
2019-01-29,"/office-of-admissions","google","organic","New Hampshire",3,0,83,1,0,5,1,83
2019-01-29,"/office-of-admissions","mainestreetcs.maine.edu","referral","New York",5,0,56,1,0,10,1,57
2019-01-30,"/office-of-admissions","bing","organic","Uttar Pradesh",1,1,0,1,1,1,1,0
2019-01-30,"/office-of-admissions","commonapp.org","referral","Maine",3,0,1348,1,1,4,1,1349
2019-01-30,"/office-of-admissions","google","organic","Central Development Region",3,0,47,1,0,3,1,47
2019-01-30,"/office-of-admissions","google","organic","Maine",1,1,0,1,0,1,1,0
2019-01-30,"/office-of-admissions","google","organic","Massachusetts",4,0,74,1,0,4,1,74
2019-01-30,"/office-of-admissions","yahoo","organic","Maine",11,0,409,1,0,14,1,407
2019-01-31,"/office-of-admissions","(direct)","(none)","Abruzzo",3,0,1385,1,1,3,1,1385
2019-01-31,"/office-of-admissions","(direct)","(none)","Central Denmark Region",1,1,0,1,1,1,1,0
2019-01-31,"/office-of-admissions","(direct)","(none)","Kigali City",1,0,97,1,1,2,1,97
2019-01-31,"/office-of-admissions","(direct)","(none)","Maine",2,0,50,1,1,2,1,50
2019-01-31,"/office-of-admissions","app.commonapp.org","referral","New York",1,1,0,1,1,1,1,0
2019-01-31,"/office-of-admissions","behsguidance.weebly.com","referral","New Hampshire",2,0,126,1,0,3,1,126
2019-01-31,"/office-of-admissions","google","organic","Maine",14,1,642,4,1,23,4,640
2019-01-31,"/office-of-admissions","google","organic","New Hampshire",1,1,0,1,0,1,1,0
2019-01-31,"/office-of-admissions","google","organic","Oregon",2,0,25,1,0,2,1,25
2019-02-01,"/office-of-admissions","google","organic","Maine",22,1,4195,3,0,31,3,4194
2019-02-01,"/office-of-admissions","google","organic","North Carolina",1,1,0,1,1,1,1,0
2019-02-01,"/office-of-admissions","google","organic","Vermont",2,0,12,1,1,2,1,12
2019-02-03,"/office-of-admissions","(direct)","(none)","Maine",1,1,0,1,1,1,1,0
2019-02-04,"/office-of-admissions","(direct)","(none)","Virginia",1,1,0,1,1,1,1,0
2019-02-04,"/office-of-admissions","google","organic","Maine",12,1,611,5,1,15,5,611
2019-02-04,"/office-of-admissions","google","organic","Massachusetts",2,0,1399,1,0,3,1,1399
2019-02-04,"/office-of-admissions","google","organic","Michigan",2,0,34,1,1,3,1,35
2019-02-04,"/office-of-admissions","google","organic","Wisconsin",3,0,115,1,1,3,1,115
2019-02-05,"/office-of-admissions","google","organic","Connecticut",2,0,36,1,0,2,1,36
2019-02-05,"/office-of-admissions","google","organic","Nova Scotia",2,0,3,1,0,2,1,3
2019-02-05,"/office-of-admissions","maine.edu","referral","New Hampshire",1,1,0,1,1,1,1,0
2019-02-06,"/office-of-admissions","(direct)","(none)","Florida",3,0,65,1,1,3,1,65
2019-02-06,"/office-of-admissions","(direct)","(none)","Massachusetts",2,0,35,1,1,2,1,35
2019-02-06,"/office-of-admissions","commonapp.org","referral","Maine",3,0,148,1,0,3,1,147
2019-02-06,"/office-of-admissions","google","organic","Maine",1,1,0,1,1,1,1,0
2019-02-06,"/office-of-admissions","google","organic","Massachusetts",2,0,5,1,0,2,1,5
2019-02-07,"/office-of-admissions","bing","organic","Maine",4,0,54,1,1,4,1,54
2019-02-07,"/office-of-admissions","commonapp.org","referral","Maine",2,0,22,1,0,2,1,22
2019-02-07,"/office-of-admissions","google","organic","Illinois",2,0,8,1,1,2,1,8
2019-02-07,"/office-of-admissions","google","organic","Maine",4,0,676,1,0,5,1,676
2019-02-08,"/office-of-admissions","(direct)","(none)","Massachusetts",3,0,88,1,1,3,1,87
2019-02-08,"/office-of-admissions","google","organic","Connecticut",5,0,294,1,0,5,1,294
2019-02-08,"/office-of-admissions","google","organic","Maine",5,0,1495,1,0,6,1,1495
2019-02-08,"/office-of-admissions","google","organic","New Hampshire",9,0,206,1,1,18,1,206
2019-02-08,"/office-of-admissions","google","organic","New York",1,1,0,1,0,1,1,0
2019-02-09,"/office-of-admissions","(direct)","(none)","Maine",4,0,212,1,1,4,1,212
2019-02-09,"/office-of-admissions","app.commonapp.org","referral","Maine",1,1,0,1,0,1,1,0
2019-02-09,"/office-of-admissions","commonapp.org","referral","Maine",1,1,0,1,0,1,1,0
2019-02-09,"/office-of-admissions","google","organic","Maine",2,0,4,1,0,2,1,4
2019-02-09,"/office-of-admissions","google","organic","Massachusetts",4,0,353,1,0,8,1,352
2019-02-09,"/office-of-admissions","google","organic","New Hampshire",4,0,232,1,0,4,1,233
2019-02-10,"/office-of-admissions","(direct)","(none)","Maine",1,0,53,1,0,1,1,53
2019-02-10,"/office-of-admissions","google","organic","Maine",2,2,0,2,2,2,2,0
2019-02-11,"/office-of-admissions","google","organic","Maine",10,1,1600,3,0,12,3,1599
2019-02-11,"/office-of-admissions","google","organic","Massachusetts",2,0,8,1,0,2,1,8
2019-02-11,"/office-of-admissions","google","organic","South-East District",3,0,582,1,0,4,1,582
2019-02-12,"/office-of-admissions","app.commonapp.org","referral","Georgia",2,0,3,1,1,2,1,3
2019-02-12,"/office-of-admissions","apps.maine.edu","referral","Washington",4,0,85,1,0,4,1,85
2019-02-12,"/office-of-admissions","google","organic","Maine",11,0,301,4,1,11,4,300
2019-02-12,"/office-of-admissions","google","organic","Massachusetts",3,0,27,1,0,3,1,27
2019-02-12,"/office-of-admissions","google","organic","New York",1,1,0,1,0,1,1,0
2019-02-13,"/office-of-admissions","(direct)","(none)","Rhode Island",3,0,83,1,1,3,1,84
2019-02-13,"/office-of-admissions","bing","organic","Maine",1,1,0,1,1,1,1,0
2019-02-13,"/office-of-admissions","google","organic","Maine",1,1,0,1,0,1,1,0
2019-02-13,"/office-of-admissions","google","organic","Metro Manila",1,1,0,1,1,1,1,0
2019-02-13,"/office-of-admissions","google","organic","New Hampshire",3,0,49,1,0,4,1,49
2019-02-13,"/office-of-admissions","maine.edu","referral","Maine",2,0,31,1,0,2,1,31
2019-02-14,"/office-of-admissions","(direct)","(none)","Maine",3,0,143,1,1,3,1,143
2019-02-14,"/office-of-admissions","bing","organic","New Hampshire",3,0,97,1,0,3,1,97
2019-02-14,"/office-of-admissions","google","organic","Maine",5,1,82,2,0,7,2,82
2019-02-14,"/office-of-admissions","google","organic","Massachusetts",2,0,10,1,0,2,1,10
2019-02-14,"/office-of-admissions","TargetX","Email","Maine",2,0,20,1,0,2,1,20
2019-02-15,"/office-of-admissions","(direct)","(none)","Rhode Island",3,0,8,1,1,3,1,8
2019-02-15,"/office-of-admissions","google","organic","Maine",4,0,499,2,1,5,2,499
2019-02-16,"/office-of-admissions","google","organic","(not set)",3,0,1374,1,0,3,1,1374
2019-02-18,"/office-of-admissions","(direct)","(none)","North Rhine-Westphalia",1,1,0,1,1,1,1,0
2019-02-18,"/office-of-admissions","google","cpc","Maine",4,0,100,1,0,6,1,100
2019-02-18,"/office-of-admissions","google","organic","Maine",6,0,139,2,1,7,2,139
2019-02-19,"/office-of-admissions","(direct)","(none)","Maharashtra",1,1,0,1,1,1,1,0
2019-02-19,"/office-of-admissions","google","organic","Maine",6,0,122,2,0,6,2,121
2019-02-19,"/office-of-admissions","google","organic","Massachusetts",10,2,566,5,1,14,5,566
2019-02-19,"/office-of-admissions","google","organic","North Carolina",10,0,587,1,1,10,1,586
2019-02-20,"/office-of-admissions","(direct)","(none)","Mississippi",1,1,0,1,1,1,1,0
2019-02-20,"/office-of-admissions","google","cpc","Massachusetts",2,0,462,1,0,3,1,462
2019-02-20,"/office-of-admissions","google","organic","Maine",5,2,122,3,1,5,3,122
2019-02-20,"/office-of-admissions","google","organic","Vermont",6,0,161,1,0,8,1,161
2019-02-20,"/office-of-admissions","mycampus.maine.edu","referral","Maine",4,0,88,1,0,6,1,87
2019-02-21,"/office-of-admissions","(direct)","(none)","California",8,0,260,2,1,8,2,260
2019-02-21,"/office-of-admissions","cms.usm.maine.edu","referral","Maine",2,2,0,2,0,2,2,0
2019-02-21,"/office-of-admissions","commonapp.org","referral","Maine",10,0,763,1,0,11,1,763
2019-02-21,"/office-of-admissions","google","cpc","Vermont",8,0,455,1,0,9,1,455
2019-02-21,"/office-of-admissions","google","organic","Maine",5,0,194,1,0,5,1,194
2019-02-21,"/office-of-admissions","google","organic","Tennessee",2,0,39,1,1,2,1,39
2019-02-22,"/office-of-admissions","(direct)","(none)","New York",1,1,0,1,1,1,1,0
2019-02-22,"/office-of-admissions","google","organic","Maine",6,2,46,4,2,6,4,46
2019-02-22,"/office-of-admissions","google","organic","Massachusetts",1,1,0,1,0,1,1,0
2019-02-22,"/office-of-admissions","google","organic","New York",1,1,0,1,1,1,1,0
2019-02-22,"/office-of-admissions","google","organic","North Carolina",1,1,0,1,0,1,1,0
2019-02-22,"/office-of-admissions","google","organic","Penang",1,1,0,1,1,1,1,0
2019-02-23,"/office-of-admissions","(direct)","(none)","New Hampshire",3,0,56,1,1,4,1,57
2019-02-23,"/office-of-admissions","google","organic","Connecticut",19,0,2677,1,0,39,1,2678
2019-02-24,"/office-of-admissions","google","cpc","Connecticut",6,0,1599,1,0,13,1,1600
2019-02-24,"/office-of-admissions","google","organic","Maine",3,0,1479,1,0,5,1,1479
2019-02-25,"/office-of-admissions","google","organic","Maine",7,1,200,2,0,8,2,200
2019-02-25,"/office-of-admissions","google","organic","Massachusetts",7,1,473,3,0,8,3,473
2019-02-26,"/office-of-admissions","(direct)","(none)","Kigali City",1,1,0,1,1,1,1,0
2019-02-26,"/office-of-admissions","(direct)","(none)","Maine",5,0,36,1,1,5,1,36
2019-02-26,"/office-of-admissions","(direct)","(none)","Massachusetts",1,1,0,1,1,1,1,0
2019-02-26,"/office-of-admissions","google","cpc","Buenos Aires",2,0,388,1,0,4,1,388
2019-02-26,"/office-of-admissions","google","organic","Maine",11,1,975,3,0,11,3,976
2019-02-26,"/office-of-admissions","google","organic","New York",3,0,132,1,0,3,1,132
2019-02-27,"/office-of-admissions","(direct)","(none)","Beijing",1,1,0,1,1,1,1,0
2019-02-27,"/office-of-admissions","(direct)","(none)","Gauteng",2,0,23,1,1,2,1,23
2019-02-27,"/office-of-admissions","(direct)","(none)","Maine",1,1,0,1,1,1,1,0
2019-02-27,"/office-of-admissions","google","organic","(not set)",6,0,999,2,0,6,2,998
2019-02-27,"/office-of-admissions","google","organic","Connecticut",2,0,17,1,0,2,1,17
2019-02-27,"/office-of-admissions","google","organic","Maine",9,0,1892,2,0,18,2,1893
2019-02-27,"/office-of-admissions","google","organic","New York",1,1,0,1,0,1,1,0
2019-02-27,"/office-of-admissions","yahoo","organic","Maine",13,0,112,1,1,14,1,112
2019-02-28,"/office-of-admissions","(direct)","(none)","Shanghai",1,1,0,1,1,1,1,0
2019-02-28,"/office-of-admissions","bing","organic","Maine",2,0,28,1,0,2,1,28
2019-02-28,"/office-of-admissions","google","organic","Maine",12,1,264,5,1,13,5,264
2019-02-28,"/office-of-admissions","google","organic","Nairobi County",5,0,483,2,0,7,2,483
2019-03-01,"/office-of-admissions","(direct)","(none)","California",1,1,0,1,0,1,1,0
2019-03-01,"/office-of-admissions","(direct)","(none)","Louisiana",1,1,0,1,1,1,1,0
2019-03-01,"/office-of-admissions","bing","organic","California",1,1,0,1,1,1,1,0
2019-03-01,"/office-of-admissions","google","organic","Maine",6,0,504,2,0,6,2,504
2019-03-01,"/office-of-admissions","google","organic","Massachusetts",5,0,58,2,1,5,2,58
2019-03-01,"/office-of-admissions","google","organic","New Hampshire",6,0,378,1,0,17,1,378
2019-03-01,"/office-of-admissions","homepage","slider","Davao Region",4,0,35,1,1,4,1,35
2019-03-02,"/office-of-admissions","(direct)","(none)","New Hampshire",1,1,0,1,1,1,1,0
2019-03-02,"/office-of-admissions","commonapp.org","referral","Maryland",2,0,15,1,0,2,1,15
2019-03-02,"/office-of-admissions","google","organic","Massachusetts",3,0,50,1,0,4,1,51
2019-03-04,"/office-of-admissions","(direct)","(none)","Illinois",2,0,12,1,1,2,1,12
2019-03-04,"/office-of-admissions","(direct)","(none)","Lagos",3,0,49,1,1,3,1,49
2019-03-05,"/office-of-admissions","(direct)","(none)","Missouri",6,0,128,1,1,6,1,128
2019-03-05,"/office-of-admissions","commonapp.org","referral","Maine",2,0,854,1,0,2,1,854
2019-03-05,"/office-of-admissions","google","organic","Maine",17,0,1624,2,1,19,2,1623
2019-03-06,"/office-of-admissions","google","organic","Maine",5,1,1260,2,1,6,2,1260
2019-03-06,"/office-of-admissions","google","organic","New Hampshire",1,1,0,1,1,1,1,0
2019-03-07,"/office-of-admissions","bing","organic","Massachusetts",2,0,117,1,0,2,1,117
2019-03-07,"/office-of-admissions","google","organic","Maine",5,0,214,1,0,5,1,215
2019-03-07,"/office-of-admissions","mycampus.maine.edu","referral","Maine",4,0,55,1,0,4,1,55
2019-03-08,"/office-of-admissions","bing","organic","Maine",3,0,52,1,0,3,1,52
2019-03-08,"/office-of-admissions","commonapp.org","referral","Maine",5,0,925,2,0,5,2,925
2019-03-08,"/office-of-admissions","google","organic","Maine",4,0,877,2,0,5,2,877
2019-03-08,"/office-of-admissions","google","organic","New Hampshire",2,0,546,1,0,2,1,546
2019-03-09,"/office-of-admissions","(direct)","(none)","Maine",2,0,18,1,1,2,1,18
2019-03-09,"/office-of-admissions","(direct)","(none)","Massachusetts",6,0,158,1,1,6,1,158
2019-03-10,"/office-of-admissions","(direct)","(none)","Massachusetts",1,1,0,1,1,1,1,0
2019-03-10,"/office-of-admissions","bing","organic","Maine",4,0,228,1,1,4,1,228
2019-03-10,"/office-of-admissions","google","organic","Maine",2,0,207,1,1,2,1,207
2019-03-11,"/office-of-admissions","(direct)","(none)","Massachusetts",4,0,36,1,1,4,1,36
2019-03-11,"/office-of-admissions","bing","organic","Maine",1,1,0,1,1,1,1,0
2019-03-11,"/office-of-admissions","google","organic","Maine",22,0,623,3,1,36,3,622
2019-03-11,"/office-of-admissions","google","organic","New York",3,0,34,1,1,3,1,34
2019-03-12,"/office-of-admissions","(direct)","(none)","Oregon",5,0,161,1,1,6,1,160
2019-03-12,"/office-of-admissions","applyweb.com","referral","Pennsylvania",3,0,20,1,0,3,1,20
2019-03-12,"/office-of-admissions","commonapp.org","referral","Florida",3,0,76,1,1,4,1,76
2019-03-12,"/office-of-admissions","google","organic","Massachusetts",2,0,191,1,0,3,1,191
2019-03-13,"/office-of-admissions","(direct)","(none)","Connecticut",9,0,3450,1,1,15,1,3451
2019-03-13,"/office-of-admissions","(direct)","(none)","Massachusetts",6,0,269,1,1,9,1,268
2019-03-13,"/office-of-admissions","en.m.wikipedia.org","referral","Kyoto",1,1,0,1,0,1,1,0
2019-03-13,"/office-of-admissions","google","organic","Maine",5,0,323,2,0,8,2,323
2019-03-13,"/office-of-admissions","google","organic","Massachusetts",2,2,0,2,1,2,2,0
2019-03-13,"/office-of-admissions","google","organic","Tennessee",2,0,6,1,1,2,1,6
2019-03-14,"/office-of-admissions","bing","organic","County Dublin",1,1,0,1,0,1,1,0
2019-03-14,"/office-of-admissions","en.m.wikipedia.org","referral","Taipei City",1,1,0,1,0,1,1,0
2019-03-14,"/office-of-admissions","google","organic","Quebec",2,0,115,1,0,2,1,115
2019-03-14,"/office-of-admissions","usm.secure.force.com","referral","Massachusetts",2,0,1254,1,0,3,1,1253
2019-03-15,"/office-of-admissions","(direct)","(none)","Massachusetts",7,0,158,1,1,7,1,158
2019-03-15,"/office-of-admissions","(direct)","(none)","New Jersey",1,1,0,1,0,1,1,0
2019-03-15,"/office-of-admissions","app.commonapp.org","referral","Florida",7,0,118,1,1,7,1,119
2019-03-15,"/office-of-admissions","google","organic","Maine",2,2,0,2,0,2,2,0
2019-03-15,"/office-of-admissions","google","organic","Massachusetts",5,1,653,2,1,5,2,653
2019-03-16,"/office-of-admissions","(direct)","(none)","Massachusetts",2,0,946,1,1,2,1,946
2019-03-16,"/office-of-admissions","commonapp.org","referral","Tennessee",3,0,89,1,0,3,1,89
2019-03-17,"/office-of-admissions","usm.secure.force.com","referral","Maine",1,0,8,1,0,2,1,8
2019-03-18,"/office-of-admissions","(direct)","(none)","Georgia",1,1,0,1,1,1,1,0
2019-03-18,"/office-of-admissions","duckduckgo","organic","Maine",4,0,59,1,0,6,1,60
2019-03-18,"/office-of-admissions","google","organic","Maine",7,1,173,4,0,9,4,173
2019-03-18,"/office-of-admissions","google","organic","Tennessee",1,1,0,1,1,1,1,0
2019-03-19,"/office-of-admissions","bing","organic","Maine",2,2,0,2,2,2,2,0
2019-03-19,"/office-of-admissions","google","organic","Maine",8,0,1105,2,0,10,2,1104
2019-03-19,"/office-of-admissions","google","organic","Tennessee",5,0,76,1,1,7,1,76
2019-03-20,"/office-of-admissions","(direct)","(none)","Connecticut",4,0,1294,1,1,5,1,1295
2019-03-20,"/office-of-admissions","(direct)","(none)","Tennessee",2,0,45,1,1,2,1,45
2019-03-20,"/office-of-admissions","commonapp.org","referral","Georgia",7,0,243,1,0,8,1,243
2019-03-20,"/office-of-admissions","commonapp.org","referral","Maine",2,0,199,1,0,3,1,198
2019-03-20,"/office-of-admissions","google","cpc","Rhode Island",5,0,67,1,0,6,1,67
2019-03-20,"/office-of-admissions","google","organic","Maine",6,0,484,2,1,8,2,484
2019-03-20,"/office-of-admissions","google","organic","New Jersey",2,0,723,1,1,2,1,723
2019-03-21,"/office-of-admissions","(direct)","(none)","Connecticut",1,1,0,1,1,1,1,0
2019-03-21,"/office-of-admissions","(direct)","(none)","England",4,0,78,1,1,5,1,78
2019-03-21,"/office-of-admissions","applyweb.com","referral","Vermont",3,0,75,1,0,5,1,76
2019-03-21,"/office-of-admissions","google","organic","Massachusetts",2,0,45,1,0,4,1,45
2019-03-21,"/office-of-admissions","yahoo","organic","Maine",2,0,506,1,0,2,1,506
2019-03-22,"/office-of-admissions","(direct)","(none)","Connecticut",1,1,0,1,1,1,1,0
2019-03-22,"/office-of-admissions","(direct)","(none)","Vermont",1,0,85,1,1,2,1,85
2019-03-22,"/office-of-admissions","commonapp.org","referral","Maine",2,0,126,1,0,2,1,126
2019-03-22,"/office-of-admissions","google","organic","Maine",5,0,130,2,0,5,2,130
2019-03-23,"/office-of-admissions","(direct)","(none)","Maine",2,0,273,1,1,4,1,273
2019-03-23,"/office-of-admissions","google","organic","Maine",4,0,191,1,0,4,1,192
2019-03-24,"/office-of-admissions","(direct)","(none)","Maine",4,0,145,1,1,5,1,145
2019-03-24,"/office-of-admissions","(direct)","(none)","Massachusetts",2,0,31,1,1,2,1,31
2019-03-24,"/office-of-admissions","google","organic","Massachusetts",2,0,194,1,0,4,1,193
2019-03-25,"/office-of-admissions","(direct)","(none)","Connecticut",1,1,0,1,1,1,1,0
